occurrence_year,homicide_type,occurrence_date,neighbourhood,day_of_week
2018,Other,2018-11-16,Moss Park (73),Fri
2018,Stabbing,2018-12-06,Moss Park (73),Thu
2018,Shooting,2018-12-12,Kingsview Village-The Westway (6),Wed
2018,Shooting,2018-12-18,Black Creek (24),Tue
2018,Shooting,2018-12-19,Waterfront Communities-The Island (77),Wed
2018,Shooting,2018-12-21,Mount Olive-Silverstone-Jamestown (2),Fri
2019,Stabbing,2019-01-06,Kennedy Park (124),Sun
2019,Shooting,2019-01-09,Rexdale-Kipling (4),Wed
2019,Stabbing,2019-01-08,Clairlea-Birchmount (120),Tue
2019,Shooting,2019-01-12,Dorset Park (126),Sat
2019,Stabbing,2019-01-24,Rockcliffe-Smythe (111),Thu
2019,Shooting,2019-02-08,Moss Park (73),Fri
2019,Shooting,2019-02-12,West Hill (136),Tue
2019,Shooting,2019-02-13,Rexdale-Kipling (4),Wed
2019,Shooting,2019-02-10,Mimico (includes Humber Bay Shores) (17),Sun
2019,Shooting,2019-02-24,Mount Olive-Silverstone-Jamestown (2),Sun
2019,Other,2019-03-04,Mount Pleasant West (104),Mon
2019,Shooting,2019-03-11,Downsview-Roding-CFB (26),Mon
2019,Other,2019-03-13,Weston-Pellam Park (91),Wed
2019,Other,2019-03-18,Willowridge-Martingrove-Richview (7),Mon
2019,Shooting,2019-03-19,Dovercourt-Wallace Emerson-Junction (93),Tue
2019,Shooting,2019-03-08,Yonge-Eglinton (100),Fri
2019,Stabbing,2019-04-10,Bay Street Corridor (76),Wed
2019,Stabbing,2019-04-15,Keelesdale-Eglinton West (110),Mon
2019,Shooting,2019-04-21,Oakwood Village (107),Sun
2019,Shooting,2019-04-28,Morningside (135),Sun
2019,Shooting,2019-05-01,West Humber-Clairville (1),Wed
2019,Other,2019-04-28,Eringate-Centennial-West Deane (11),Sun
2019,Shooting,2019-05-03,Humber Summit (21),Fri
2019,Stabbing,2019-05-05,Guildwood (140),Sun
2019,Other,2019-05-21,Dovercourt-Wallace Emerson-Junction (93),Tue
2019,Stabbing,2019-06-08,Bay Street Corridor (76),Sat
2019,Other,2019-06-06,Church-Yonge Corridor (75),Thu
2019,Shooting,2019-06-27,West Hill (136),Thu
2019,Shooting,2019-06-30,Waterfront Communities-The Island (77),Sun
2019,Shooting,2019-06-29,Mount Dennis (115),Sat
2019,Shooting,2019-06-29,Mount Dennis (115),Sat
2019,Stabbing,2019-06-27,Parkwoods-Donalda (45),Thu
2019,Other,2019-07-01,Moss Park (73),Mon
2019,Other,2019-07-18,Dufferin Grove (83),Thu
2019,Shooting,2019-08-02,Rustic (28),Fri
2019,Stabbing,2019-08-07,Wychwood (94),Wed
2019,Shooting,2019-08-09,Victoria Village (43),Fri
2019,Shooting,2019-08-16,High Park-Swansea (87),Fri
2019,Shooting,2019-08-21,Mount Dennis (115),Wed
2019,Shooting,2019-08-19,Pelmo Park-Humberlea (23),Mon
2019,Shooting,2019-08-25,Humber Summit (21),Sun
2019,Other,2019-09-04,Downsview-Roding-CFB (26),Wed
2019,Other,2019-09-03,Bendale (127),Tue
2019,Other,2019-04-03,Tam O'Shanter-Sullivan (118),Wed
2019,Stabbing,2019-09-11,Highland Creek (134),Wed
2019,Shooting,2019-09-16,Yorkdale-Glen Park (31),Mon
2019,Shooting,2019-09-19,Milliken (130),Thu
2019,Other,2019-09-22,Dorset Park (126),Sun
2019,Shooting,2019-09-24,Etobicoke West Mall (13),Tue
2019,Other,2019-09-24,Bay Street Corridor (76),Tue
2019,Other,2019-12-11,West Humber-Clairville (1),Wed
2019,Shooting,2019-09-29,Mount Olive-Silverstone-Jamestown (2),Sun
2019,Shooting,2019-10-01,Glenfield-Jane Heights (25),Tue
2019,Shooting,2019-10-01,Glenfield-Jane Heights (25),Tue
2019,Stabbing,2019-10-02,Bay Street Corridor (76),Wed
2019,Other,2019-10-07,Woodbine-Lumsden (60),Mon
2019,Shooting,2019-10-14,Mount Olive-Silverstone-Jamestown (2),Mon
2019,Shooting,2019-10-17,Hillcrest Village (48),Thu
2019,Shooting,2019-10-19,High Park-Swansea (87),Sat
2019,Other,2019-10-26,Mount Pleasant West (104),Sat
2019,Stabbing,2019-10-31,Annex (95),Thu
2019,Shooting,2019-11-04,Islington-City Centre West (14),Mon
2019,Shooting,2019-11-05,Taylor-Massey (61),Tue
2019,Shooting,2019-11-07,Weston (113),Thu
2019,Shooting,2019-11-16,Oakwood Village (107),Sat
2019,Shooting,2019-11-23,Eglinton East (138),Sat
2019,Shooting,2019-12-07,Humber Summit (21),Sat
2019,Shooting,2019-12-11,Bayview Woods-Steeles (49),Wed
2019,Shooting,2019-12-15,Downsview-Roding-CFB (26),Sun
2019,Stabbing,2019-12-10,Wexford/Maryvale (119),Tue
2019,Other,2019-12-20,Weston (113),Fri
2019,Other,2019-12-22,University (79),Sun
2019,Stabbing,2019-12-23,South Parkdale (85),Mon
2019,Stabbing,2019-12-22,Moss Park (73),Sun
2019,Shooting,2019-12-27,Etobicoke West Mall (13),Fri
2019,Shooting,2019-12-29,Eglinton East (138),Sun
2020,Shooting,2020-01-01,Regent Park (72),Wed
2019,Shooting,2019-12-31,Malvern (132),Tue
2019,Stabbing,2019-12-19,Tam O'Shanter-Sullivan (118),Thu
2020,Shooting,2020-01-11,Morningside (135),Sat
2020,Stabbing,2020-01-13,Tam O'Shanter-Sullivan (118),Mon
2020,Shooting,2020-01-20,Woburn (137),Mon
2020,Other,2020-01-20,Oakwood Village (107),Mon
2020,Shooting,2020-01-25,Scarborough Village (139),Sat
2020,Shooting,2020-01-31,Waterfront Communities-The Island (77),Fri
2020,Shooting,2020-01-31,Waterfront Communities-The Island (77),Fri
2020,Shooting,2020-02-05,Greenwood-Coxwell (65),Wed
2018,Other,2018-04-08,Wexford/Maryvale (119),Sun
2020,Shooting,2020-02-07,Etobicoke West Mall (13),Fri
2020,Other,2020-02-21,Agincourt South-Malvern West (128),Fri
2020,Stabbing,2020-02-24,Downsview-Roding-CFB (26),Mon
2020,Shooting,2020-03-13,Agincourt South-Malvern West (128),Fri
2020,Stabbing,2020-03-15,Oakwood Village (107),Sun
2020,Shooting,2020-03-18,Clairlea-Birchmount (120),Wed
2020,Shooting,2020-03-21,Bay Street Corridor (76),Sat
2020,Other,2020-03-11,Mount Dennis (115),Wed
2020,Other,2020-04-05,L'Amoreaux (117),Sun
2020,Shooting,2020-04-05,Thorncliffe Park (55),Sun
2020,Shooting,2020-04-08,Wychwood (94),Wed
2020,Other,2020-04-05,Woburn (137),Sun
2020,Other,2020-04-14,Bayview Village (52),Tue
2020,Other,2020-04-21,Mimico (includes Humber Bay Shores) (17),Tue
2020,Shooting,2020-04-26,Glenfield-Jane Heights (25),Sun
2019,Other,2019-12-11,Cliffcrest (123),Wed
2020,Shooting,2020-05-02,Wexford/Maryvale (119),Sat
2020,Other,2020-05-14,Mount Pleasant West (104),Thu
2020,Shooting,2020-05-14,Mount Olive-Silverstone-Jamestown (2),Thu
2020,Shooting,2020-05-17,Pleasant View (46),Sun
2020,Other,2020-05-19,Eglinton East (138),Tue
2020,Shooting,2020-05-26,Waterfront Communities-The Island (77),Tue
2020,Shooting,2020-05-30,West Humber-Clairville (1),Sat
2020,Shooting,2020-06-09,Thorncliffe Park (55),Tue
2020,Shooting,2020-06-19,Corso Italia-Davenport (92),Fri
2020,Stabbing,2020-06-25,Cabbagetown-South St.James Town (71),Thu
2020,Shooting,2020-07-04,L'Amoreaux (117),Sat
2020,Shooting,2020-07-10,Rockcliffe-Smythe (111),Fri
2020,Shooting,2020-07-10,Bendale (127),Fri
2020,Other,2020-07-09,Moss Park (73),Thu
2020,Other,2020-08-03,Danforth East York (59),Mon
2020,Stabbing,2020-08-09,Trinity-Bellwoods (81),Sun
2020,Shooting,2020-08-12,Eglinton East (138),Wed
2020,Stabbing,2020-08-11,Niagara (82),Tue
2020,Shooting,2020-08-20,Willowdale East (51),Thu
2020,Stabbing,2020-08-26,Moss Park (73),Wed
2020,Stabbing,2020-08-22,West Hill (136),Sat
2020,Stabbing,2020-08-22,West Hill (136),Sat
2020,Shooting,2020-09-02,York University Heights (27),Wed
2020,Stabbing,2020-09-07,West Humber-Clairville (1),Mon
2020,Shooting,2020-09-10,Rockcliffe-Smythe (111),Thu
2020,Stabbing,2020-09-12,West Humber-Clairville (1),Sat
2020,Stabbing,2020-09-12,Weston (113),Sat
2020,Stabbing,2020-09-12,Weston (113),Sat
2020,Shooting,2020-09-20,Malvern (132),Sun
2020,Shooting,2020-09-24,Black Creek (24),Thu
2020,Shooting,2020-09-27,Mount Olive-Silverstone-Jamestown (2),Sun
2020,Shooting,2020-10-01,Weston (113),Thu
2020,Shooting,2020-10-03,Downsview-Roding-CFB (26),Sat
2020,Shooting,2020-10-07,Englemount-Lawrence (32),Wed
2020,Other,2020-09-28,Don Valley Village (47),Mon
2020,Shooting,2020-10-25,Oakridge (121),Sun
2020,Shooting,2020-09-27,Black Creek (24),Sun
2020,Shooting,2020-11-07,Black Creek (24),Sat
2020,Stabbing,2020-11-16,Rouge (131),Mon
2020,Stabbing,2020-11-18,Palmerston-Little Italy (80),Wed
2020,Stabbing,2020-11-22,Parkwoods-Donalda (45),Sun
2020,Shooting,2020-12-02,Yorkdale-Glen Park (31),Wed
2020,Other,2020-12-06,Dufferin Grove (83),Sun
2020,Other,2020-12-08,Trinity-Bellwoods (81),Tue
2020,Stabbing,2020-12-08,Greenwood-Coxwell (65),Tue
2020,Other,2020-12-18,Mount Pleasant West (104),Fri
2020,Stabbing,2020-12-21,Don Valley Village (47),Mon
